2025-09-01 21:06:27.329 INFO  [background-preinit] traceId= userId= o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-09-01 21:27:03.585 WARN  [main] traceId= userId= o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 56102090-7206-4969-89bb-178d7b1b7fc7

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-09-01 21:27:03.603 INFO  [main] traceId= userId= o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2025-09-01 21:27:04.024 INFO  [main] traceId= userId= o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-09-01 21:27:04.039 INFO  [main] traceId= userId= o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-09-01 21:27:04.047 INFO  [main] traceId= userId= c.m.s.s.ManpowerBlogApplication - Started ManpowerBlogApplication in 2.713 seconds (process running for 3.89)
2025-09-01 21:27:04.050 INFO  [main] traceId= userId= c.m.s.s.f.redis.RedisHealthCheck - Redis 已禁用，跳过启动自检。
2025-09-01 21:27:08.472 INFO  [http-nio-8080-exec-1] traceId= userId= o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-09-01 21:27:08.473 INFO  [http-nio-8080-exec-1] traceId= userId= o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-09-01 21:27:08.474 INFO  [http-nio-8080-exec-1] traceId= userId= o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-09-01 21:27:09.545 INFO  [http-nio-8080-exec-1] traceId=a5f011a530534a2bbb661f98dccf4122 userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-09-01 21:27:10.317 INFO  [http-nio-8080-exec-1] traceId=a5f011a530534a2bbb661f98dccf4122 userId= com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7413180a
2025-09-01 21:27:10.320 INFO  [http-nio-8080-exec-1] traceId=a5f011a530534a2bbb661f98dccf4122 userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-09-01 21:30:30.595 INFO  [SpringApplicationShutdownHook] traceId= userId= o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-09-01 21:30:30.600 INFO  [tomcat-shutdown] traceId= userId= o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-09-01 21:30:30.604 INFO  [SpringApplicationShutdownHook] traceId= userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-09-01 21:30:30.611 INFO  [SpringApplicationShutdownHook] traceId= userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-09-01 21:30:32.934 INFO  [background-preinit] traceId= userId= o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-09-01 21:30:32.972 INFO  [main] traceId= userId= c.m.s.s.ManpowerBlogApplication - Starting ManpowerBlogApplication using Java 21.0.5 with PID 18396 (C:\Users\yx186\Desktop\ideaproject\manpower-blog\blog-starter\target\classes started by yx186 in C:\Users\yx186\Desktop\ideaproject\manpower-blog)
2025-09-01 21:30:32.973 INFO  [main] traceId= userId= c.m.s.s.ManpowerBlogApplication - The following 1 profile is active: "dev"
2025-09-01 21:30:34.145 INFO  [main] traceId= userId= o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-09-01 21:30:34.157 INFO  [main] traceId= userId= o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-09-01 21:30:34.158 INFO  [main] traceId= userId= o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-01 21:30:34.158 INFO  [main] traceId= userId= o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-09-01 21:30:34.203 INFO  [main] traceId= userId= o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-09-01 21:30:34.203 INFO  [main] traceId= userId= o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1199 ms
2025-09-01 21:30:34.649 WARN  [main] traceId= userId= o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 5b2450b1-4d59-4553-9e10-02af23ca2a41

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-09-01 21:30:34.666 INFO  [main] traceId= userId= o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2025-09-01 21:30:35.080 INFO  [main] traceId= userId= o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-09-01 21:30:35.094 INFO  [main] traceId= userId= o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-09-01 21:30:35.101 INFO  [main] traceId= userId= c.m.s.s.ManpowerBlogApplication - Started ManpowerBlogApplication in 2.7 seconds (process running for 3.523)
2025-09-01 21:30:35.104 INFO  [main] traceId= userId= c.m.s.s.f.redis.RedisHealthCheck - Redis 已禁用，跳过启动自检。
2025-09-01 21:30:41.099 INFO  [http-nio-8080-exec-1] traceId= userId= o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-09-01 21:30:41.099 INFO  [http-nio-8080-exec-1] traceId= userId= o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-09-01 21:30:41.101 INFO  [http-nio-8080-exec-1] traceId= userId= o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-09-01 21:30:41.839 INFO  [http-nio-8080-exec-1] traceId=d355b428d9134815b03dd3a0184b790c userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-09-01 21:30:42.574 INFO  [http-nio-8080-exec-1] traceId=d355b428d9134815b03dd3a0184b790c userId= com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3102fa58
2025-09-01 21:30:42.579 INFO  [http-nio-8080-exec-1] traceId=d355b428d9134815b03dd3a0184b790c userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-09-01 22:32:30.963 INFO  [SpringApplicationShutdownHook] traceId= userId= o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-09-01 22:32:30.978 INFO  [tomcat-shutdown] traceId= userId= o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-09-01 22:32:30.991 INFO  [SpringApplicationShutdownHook] traceId= userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-09-01 22:32:30.995 INFO  [SpringApplicationShutdownHook] traceId= userId= com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
